Z mean train,Z variance train,KL Divergence,KL Loss,QF Loss,VF Loss,Policy Loss,Q Predictions Mean,Q Predictions Std,Q Predictions Max,Q Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Z mean eval,Z variance eval,AverageTrainReturn_all_train_tasks,AverageReturn_all_train_tasks,AverageReturn_all_test_tasks,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.0042971727,0.00270648,49.14859,4.9148593,30.531109,16.298628,-4.0089107,-0.0034810263,0.0016780064,0.0009060793,-0.009712279,0.0062151887,0.0028075464,0.016895946,0.00080653816,-4.0330787,0.5262624,-2.252574,-5.39194,0.00057949696,0.0016825567,0.006159881,-0.0027962949,-0.00096452626,0.0021337727,0.004091329,-0.007727604,0.09184587,0.14165491,-2.1504439295589965,-0.9005757527092019,-1.6549855286296609,2000,14000,0,289.473516613245,0,5.917735032737255,295.39125164598227,299.78615559637547,0
0.18025279,0.66322684,1.0880542,0.10880542,31.59187,4.1479096,-28.783281,25.963594,2.3030374,34.50912,12.922447,29.828743,1.0898011,33.333073,25.286743,-3.7506084,0.9467979,1.1323292,-7.8668504,-0.035995558,0.29620585,1.0725873,-1.1037257,-0.1281846,0.030367374,-0.059611,-0.3196549,0.039079092,0.18272759,-0.9331248920954363,0.6684368863605163,-1.345192951492777,4000,24000,0,292.6763412207365,4.397106237709522,3.9296247139573097,301.00307217240334,600.8614690974355,1
0.07178454,0.7827214,0.49085104,0.049085107,20.83545,2.6277158,-52.83987,49.217194,2.7926633,58.20629,30.021996,53.458725,2.0457282,60.032047,42.680668,-3.8455043,0.7398057,-1.026437,-5.9972134,-0.05314968,0.24984814,1.1277435,-1.0332005,-0.124945916,0.03283116,-0.032285176,-0.2931855,0.33279735,0.10841731,-7.6423645419182495,-7.5386628814375225,-7.720168781176382,6000,34000,0,291.9399335831404,4.469829231500626,3.9299670979380608,300.33972991257906,901.1321609839797,2
0.89250195,0.63945013,17.236202,1.7236203,15.292528,3.4216561,-76.55,72.68471,5.1997237,91.52463,47.64395,76.02933,4.7167196,88.372,49.648838,-3.3204577,1.2559987,0.28745878,-7.3083653,0.012934317,0.4416229,1.3857162,-1.1987331,-0.16984226,0.064066686,-0.03120959,-0.44752926,0.10018653,0.053502966,-3.4385875491208715,-15.517207573367486,-5.422649670101091,8000,44000,0,293.32486951351166,4.40042182803154,3.943828523159027,301.6691198647022,1202.8009466975927,3
0.5446125,0.31875092,13.49899,1.349899,29.744928,7.6037855,-99.816376,96.655266,10.534009,125.451,50.461117,98.84639,9.929292,126.66658,48.87912,-3.5233026,1.1397712,2.4819694,-8.002659,-0.044531602,0.3759232,1.3716937,-1.5626053,-0.18647794,0.048184335,-0.021094017,-0.37962237,0.72446626,0.041915067,48.61817620096931,17.045382956074587,26.629900480069455,10000,54000,0,293.70438735187054,4.4002440720796585,3.960077352821827,302.064708776772,1504.889207497239,4
1.0678483,0.105835535,32.466393,3.2466393,46.23815,8.938591,-120.61154,117.293976,19.104397,165.42386,11.209902,121.57603,18.497246,167.54439,20.13274,-2.5250773,1.7885385,3.4839292,-8.510899,0.09304122,0.5968158,1.977832,-2.018682,-0.2657213,0.09458711,0.008202102,-0.7071339,0.92045087,0.050449066,141.98193132116,107.8044427738334,95.51225677898924,12000,64000,0,292.62587543576956,4.426026001572609,3.996829926967621,301.0487313643098,1805.8727021217346,5
0.85185844,0.17250171,27.785992,2.7785993,42.36324,12.898879,-141.45912,136.59064,20.47955,188.04295,52.858505,142.63875,19.908152,192.62212,62.325752,-2.4824538,1.7751075,4.524449,-8.013732,0.07550909,0.6098144,1.9712871,-1.9422569,-0.27670133,0.1207738,0.02528537,-0.8030294,0.5417654,0.050979335,428.94497591171046,408.01828666135293,239.39645073731072,14000,74000,0,292.92151457071304,4.360397920012474,3.899588704109192,301.1815011948347,2106.9651858508587,6
1.1787634,0.33664197,35.416992,3.5416992,83.89279,15.212157,-197.41423,189.9727,45.965065,324.97638,32.319702,196.99097,45.095448,321.67276,52.364464,-1.3329093,2.4721913,8.32744,-9.573849,0.020612702,0.81225127,2.2574937,-2.4758039,-0.3468456,0.15899102,0.0135433525,-0.9392907,0.91414607,0.04723946,345.219367476202,239.98796118715788,260.59879402393983,16000,84000,0,293.0861594378948,4.27066545933485,3.8925543799996376,301.2493792772293,2408.2236734479666,7
0.77816784,0.21305427,24.197382,2.4197383,59.572735,25.965096,-223.7334,218.60999,51.59075,366.27167,32.745255,226.18616,51.669323,376.14804,44.991142,-1.7240205,2.2912753,6.7145166,-8.298268,0.00015026641,0.7408161,1.9524446,-2.074441,-0.3318061,0.15127307,0.00028683245,-1.0313156,1.1757228,0.046766013,151.27472458545395,148.10567483061774,410.76384615785696,18000,94000,0,293.26853039860725,4.279913522303104,3.8931145817041397,301.4415585026145,2709.673163175583,8
1.3250697,0.09064963,52.107697,5.2107697,84.61546,18.569284,-247.7086,242.51648,67.99357,466.19418,28.338778,246.87112,67.47036,458.87228,33.981094,-1.0411806,2.583104,10.112472,-7.844053,-0.054995734,0.8070854,2.5215445,-2.2081804,-0.34060633,0.19063431,0.11873753,-1.2184552,0.60879546,0.088387586,195.71625441718658,165.53307905957297,416.4150637681264,20000,104000,0,293.39039870351553,4.288029029965401,3.911734327673912,301.59016206115484,3011.2582971677184,9
1.2998563,0.27812546,36.38955,3.6389549,78.30121,24.632496,-315.0466,309.1007,104.96904,559.93243,-14.933691,317.2958,105.93242,558.27295,22.424078,-0.89826953,2.58048,8.104163,-7.6285815,-0.031665593,0.8359348,2.1769156,-2.3934846,-0.37110254,0.1814245,0.14878288,-1.2317522,1.1259819,0.058060132,445.8392985571898,428.0132881782813,437.38940289961727,22000,114000,0,293.49278343468904,4.283203795552254,3.879175417125225,301.6551626473665,3312.942004799843,10
0.9112911,0.11612797,37.40253,3.7402532,88.710335,27.83777,-355.9818,350.49658,123.22802,639.6863,23.450657,357.39172,123.43396,633.45734,35.61355,-1.0841403,2.5249674,5.773058,-7.3744254,-0.07422749,0.80153936,2.2518053,-2.2671707,-0.38439918,0.18053193,0.042599186,-1.3158202,0.9729539,0.055486776,512.9936600903233,451.21580279271257,510.9248123901095,24000,124000,0,293.0011606514454,4.311975434422493,3.897285647690296,301.2104217335582,3614.1085239350796,11
1.123657,0.1571785,43.865917,4.386592,73.382645,29.374327,-272.4084,265.7975,67.54112,377.6917,10.57895,270.06497,66.28232,380.4582,7.697871,-1.6099286,2.4417896,9.670691,-10.673904,-0.0014767532,0.7300996,2.3011374,-2.325284,-0.32776156,0.2041224,0.070449114,-1.383792,0.88919145,0.049138676,549.296917608245,461.69112482100707,566.0277932220172,26000,134000,0,293.2002731785178,4.268409922719002,3.881492391228676,301.3501754924655,3915.44732927531,12
0.7429547,0.13166909,57.765347,5.7765346,181.71095,86.0818,-546.711,542.6429,191.54022,881.15607,36.51939,552.6931,191.61627,883.19006,36.098335,0.04096684,3.0271528,10.26454,-8.071284,-0.06945019,0.9550124,2.3505716,-2.6352918,-0.44092515,0.18949519,0.00029213727,-1.156646,1.4527626,0.05461902,804.3071604643326,791.6364304124324,403.1449006105337,28000,144000,0,293.47391203790903,4.2572688683867455,3.9005023315548897,301.63168323785067,4217.075337789953,13
1.1597846,0.11228255,48.54122,4.854122,86.651215,26.894337,-402.20847,395.33255,165.60762,839.0071,44.131638,402.13504,165.68161,847.84045,68.46906,-0.8945628,2.6067548,9.568363,-8.099172,-0.03392374,0.840192,2.2526824,-2.78798,-0.378827,0.206275,0.11122903,-1.6665266,1.136131,0.07473954,582.0524236944602,481.33776846278136,579.6851770382822,30000,154000,0,293.48442451655865,4.253827095031738,3.88669703155756,301.62494864314795,4518.7026591822505,14
1.1450737,0.11530235,51.70736,5.170736,129.45888,44.2828,-446.74948,442.28708,200.25006,1006.88196,84.317505,447.5988,197.3334,991.78424,67.44234,-0.57584125,2.7118225,9.446464,-8.061298,-0.002316077,0.8868462,2.7419806,-2.4266982,-0.38887158,0.21209538,0.09734693,-1.6608487,1.4884288,0.06058825,448.83127878575215,183.73032050660808,653.7283517470973,32000,164000,0,293.54292422533035,4.256530120968819,3.8865621387958527,301.686016485095,4820.396052762866,15
1.1596471,0.17763352,44.420025,4.442003,169.99373,63.308426,-558.85065,551.1855,214.4867,1021.4603,69.48251,557.55646,211.70036,1009.1873,80.283775,-0.33456638,2.6653707,7.8638124,-10.943787,-0.052723765,0.90915686,2.3873324,-2.394485,-0.42420807,0.19329135,0.05062732,-1.6261358,1.376725,0.04869651,686.7950989124005,665.2521243600163,666.2704274569247,34000,174000,0,293.71749989688396,4.264233447611332,3.8852296471595764,301.8669629916549,5122.250696025789,16
1.813434,0.2059855,45.934307,4.593431,465.76392,225.85046,-640.81537,633.70807,260.8039,1180.6783,40.268963,646.2283,261.36658,1182.9489,48.600536,-0.9502305,2.995926,8.509075,-9.752056,-0.024803445,0.8366603,2.6516738,-2.9278843,-0.4240663,0.17278308,-0.05383955,-1.2652131,1.50927,0.036491252,904.855151883929,888.9153642224034,675.5126180498919,36000,184000,0,293.71919018030167,4.252162575721741,3.8761909678578377,301.84754372388124,5424.11653483659,17
1.0133054,0.12508097,83.23778,8.323778,285.77917,76.44745,-538.9449,531.3477,183.34828,1105.9282,100.62297,538.18854,179.40489,1083.3931,111.60805,0.6787572,3.006628,11.285988,-11.205276,-0.09897834,1.0233171,2.8342414,-2.6211514,-0.44115564,0.24160405,0.08165121,-1.976467,0.81364554,0.038501836,916.6942198530858,881.8815717191426,716.4249652418272,38000,194000,0,294.1017289310694,4.270706951618195,3.883446976542473,302.25588285923004,5726.435899011791,18
1.24715,0.15793912,50.954796,5.0954795,170.63763,116.87264,-772.1391,761.7779,249.57187,1260.689,91.76767,769.11084,248.6056,1241.3102,75.1945,0.7117715,2.9862673,10.78169,-8.141525,-0.0460656,1.0105549,2.8953285,-2.3669193,-0.4703063,0.18472788,0.02717828,-1.5394418,0.98752785,0.061695613,940.7609644063821,915.621125116968,703.7672907349249,40000,204000,0,293.75959573686123,4.360674448311329,3.886401228606701,302.00667141377926,6028.359091103077,19
1.2092702,0.12134896,108.00304,10.800303,635.10645,132.28433,-1030.3691,1028.8715,384.4863,1722.1611,31.504892,1032.5958,378.79095,1705.3282,74.30768,1.7753122,3.4170787,13.108752,-11.651527,-0.061642796,1.1393609,2.5413349,-3.4199724,-0.5158767,0.21177228,0.03792256,-1.6618305,2.0680285,0.06634472,746.4690030603256,752.1567393284283,566.3548472483262,42000,214000,0,293.6555691808462,4.251313745975494,3.9066774621605873,301.8135603889823,6330.181131824851,20
1.265732,0.1625175,60.376846,6.037685,179.9133,103.44821,-882.9292,875.6943,283.5913,1366.4185,75.223564,879.61914,279.2553,1349.1646,86.59544,0.8049947,3.0693264,16.233547,-7.8548875,-0.030268902,1.045699,3.0084279,-2.5546167,-0.48682714,0.19266464,0.093321025,-1.7953292,1.4546924,0.06918264,765.6653097325641,782.6806166258345,784.6425207728554,44000,224000,0,294.0261748880148,4.260056719183922,3.9348812103271484,302.22111281752586,6632.380131982267,21
1.5175229,0.16448519,61.785805,6.1785808,181.16403,63.41183,-974.1425,963.7316,329.7167,1538.2776,72.22529,971.2997,326.43698,1537.9983,61.988503,1.126944,3.209595,10.553272,-9.652765,-0.04744507,1.07876,2.6426237,-3.238069,-0.48792994,0.19153306,0.051369607,-1.4528208,0.976463,0.044783123,612.7762066969904,402.21400995954014,820.2136530289699,46000,234000,0,294.89103020727634,4.23841255903244,3.8719980344176292,303.0014408007264,6935.3886299058795,22
